val,time,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9
0.00010395278692906053,0,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,1.0,0.0,10.0
0.0005025548038172166,1.5360685699999976,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
0.0005025548038172166,1.4830777759999592,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
0.0005025548038172166,1.4570865750000053,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
0.0005025548038172166,1.190743638000015,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
0.0005025548038172166,1.2733556889999704,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
0.0005025548038172166,1.0900427540000237,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
0.0005025548038172166,1.3410942680000062,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
6.713349384006312,0.6979307540000264,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
6.713349384006312,0.6629981229999657,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
6.713349384006312,0.6942795520000118,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
6.713349384006312,0.6590303579999954,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
6.713349384006312,0.6996646800000121,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
6.713349384006312,0.7670357270000068,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,10.0
6.842683521827457,0.6890365159999874,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7130129539999643,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.702265624000006,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.6656720860000291,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.6818922709999811,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.704976156999976,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.6891554590000055,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7022726339999963,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7063097050000238,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7267029259999731,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7876053269999943,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.6920714339999563,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7375261760000171,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7222587119999844,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7044318549999957,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7012782789999505,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7033761850000246,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7499508769999466,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.6549923379999996,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7007253040000023,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.6993370479999612,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.691807783999991,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.6986294179999959,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7048127139999565,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7071727459999693,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7164122610000163,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.6747908880000182,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.6928614959999777,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7162676909999846,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7111386979999565,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7048643219999917,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7164996920000135,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7631722240000158,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
6.842683521827457,0.7444551760000309,-7.6529993978097846,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,-3.6030226701947647,0.0,41.18640189127382
