val,time,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27
0.006264548041202624,1.3787994790000084,1.0,1.0,1.0,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.006264548041202624,1.4115031660003297,1.0,1.0,1.0,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.006264548041202624,0.9299264609999227,1.0,1.0,1.0,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.4086228759997539,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.3899845780006217,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.196695412999361,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.1319206250000207,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.4171216940003433,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.3489899330006665,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.434268768000038,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.3417574099994454,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.300060897999174,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.3630411789999926,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.2456119359994773,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.3638321769994945,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.2843971039992539,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.1969243409994306,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,0.8266556969992962,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.1179995829998006,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,0.8164251519992831,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,0.8625357379996785,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.2662071599997944,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.4102223780000713,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.2971148979995633,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.2311307580002904,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.3944867530008196,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.3388739529991653,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.372125865000271,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,1.3559757080001873,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.044183821424612496,0.7735716280003544,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,12.0,0.0,36.0,0.0
0.21608944713541337,1.1703347000002395,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.0488218179998512,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,0.8364187759998458,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.1920333480002228,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.2937599209999462,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,0.8636915199995201,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.0526002699998571,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.3485795329997927,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.1676408129997071,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.28051043799951,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.1541194629999154,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.0190393590000895,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.2054370350006138,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.1671974929995486,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,0.8643802809992849,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.1846390330001668,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.21608944713541337,1.2209938260002673,1.0,1.0,5.192583775450034,1.0,1.0,1.0,19.0,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.2566218531923485,0.9569315859998824,1.0,1.0,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.2566218531923485,1.0466399609995278,1.0,1.0,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.2566218531923485,1.1046413320000283,1.0,1.0,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.2566218531923485,0.8248564810000971,1.0,1.0,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.2566218531923485,0.9046489239999573,1.0,1.0,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.2566218531923485,0.7563482470004601,1.0,1.0,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5239031036078547,0.8976953270002923,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5239031036078547,1.185245622000366,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,2.0,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8122636999996757,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8326237040000706,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8532221229997958,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8353529320002053,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.9447274800004379,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.7713254159998542,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.792141757000536,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.9496167509996667,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8026947110001856,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8722363320002842,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,1.2831298580003931,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,1.4120300360000329,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,1.0611405670006206,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8282734340000388,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8188357109993376,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,1.4102658750007322,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8187778770006844,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.7858307870001227,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
0.5827703892373659,0.8496541169997727,1.0,5.2736631002524295,5.192583775450034,1.0,1.0,1.0,-39.860030500086054,100.0,14.0,3.0,0.0,3.0,0.0,6.0,39.62184995050399,1.0,1.1899819516481052,3.0,0.0,25.38086857823239,32.0,48.0,27.0,0.0,47.05051100785026,0.0,36.0,0.0
