val,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9
0.0002297211970449117,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,1.0,0.0,10.0
0.0002297211970449117,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,1.0,0.0,10.0
0.0002297211970449117,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,1.0,0.0,10.0
0.0021582689643107117,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,9.574487342581108,0.0,10.0
0.0021582689643107117,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,9.574487342581108,0.0,10.0
0.0021582689643107117,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,9.574487342581108,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.0027845710495466927,1.0,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
0.9817810109720762,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.0,10.0
1.3032492719873137,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,9.602112642270262,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
1.5044959603963624,-0.08352908593542407,1.0,0.12918450914398066,0.0,1.5915494309189535,-6.0,10.0,10.0,0.12288286319227071,10.0
