val,time,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13
5.986163250483228,0.857678403999671,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.1018876509988331,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.8954212900007406,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9020732970002427,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9455791689997568,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9923027980003098,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9869997540008626,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.8795342070006882,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9034267179995368,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.8148389469988615,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.8880714009992516,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9266752259991335,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.8337310130009428,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9959593219991802,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9810517799996887,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.103268159999061,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.1647928590009542,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.041140395000184,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9156983119992219,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9892689749995043,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.908761858001526,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.1055492849991424,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.1640798389998963,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.0135447899992869,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.1584267479993287,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.065960043000814,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9634691500014014,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.8666225599990867,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.9680564370009961,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.0996634010007256,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.105613531999552,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.273213444999783,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.0645370959991851,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.0277215900005103,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,0.8869483700000274,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
5.986163250483228,1.0766642950002279,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,9.889336994007614,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,0.8805018969997036,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,0.9232034500000736,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.0172020810005051,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,0.9319943059999787,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,0.9850498119994882,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.074331293000796,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,0.8492360090003785,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,0.8909305420002056,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,0.9857846929990046,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,0.9264687510003569,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,0.9827779839997675,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.0065344359991286,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.0098077139991801,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.5604804550002882,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.0562296950010932,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.2284595759992953,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.189620917000866,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.1126360470007057,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.1440210269993258,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.0226655820006272,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.0723056650003855,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.154709616999753,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.196484882999357,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.053404028998557,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
6.531255924461826,1.4406286320008803,1.0,1.0,1.0,1.0,-8.014122558391938,9.483003624114016,-8.152781060782688,-1.7159333849251723,6.9267238906638315,0.0,0.01,1.0,1.0293269329961898,-5.9811504451162545
