val,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
81.06229183774923,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,-3.141592653589793,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
82.88104705901476,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,5.792835242360832,0.0,-3.8740804464716927
89.9501922327189,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,4.9222570018007925,5.792835242360832,0.0,-3.8740804464716927
89.9501922327189,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,4.9222570018007925,5.792835242360832,0.0,-3.8740804464716927
89.9501922327189,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,4.9222570018007925,5.792835242360832,0.0,-3.8740804464716927
89.9501922327189,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,4.9222570018007925,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
93.32473781127379,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,-3.8740804464716927
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
95.9426282837884,1.0,1.0,0.0,1.0,0.0,1.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.31227263358345,1.0,1.0,0.0,1.0,0.0,3.295253784958027,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
96.94739477369303,1.0,1.0,0.0,1.0,0.0,10.0,-10.0,10.0,5.792835242360832,0.0,3.6020453399818075
97.06139868741622,1.0,1.0,0.0,1.0,0.0,10.0,-10.0,10.0,5.792835242360832,0.0,10.0
97.06139868741622,1.0,1.0,0.0,1.0,0.0,10.0,-10.0,10.0,5.792835242360832,0.0,10.0
97.50482039116038,1.0,1.0,0.0,1.0,0.0,10.0,-10.0,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
97.87486798124306,1.0,1.0,0.0,1.0,0.0,10.0,-0.5311793897700827,10.0,5.792835242360832,0.0,10.0
98.15070424428384,1.0,1.0,0.0,1.0,0.0,10.0,8.344211034658173,10.0,5.792835242360832,0.0,10.0
98.15070424428384,1.0,1.0,0.0,1.0,0.0,10.0,8.344211034658173,10.0,5.792835242360832,0.0,10.0
98.15070424428384,1.0,1.0,0.0,1.0,0.0,10.0,8.344211034658173,10.0,5.792835242360832,0.0,10.0
98.15070424428384,1.0,1.0,0.0,1.0,0.0,10.0,8.344211034658173,10.0,5.792835242360832,0.0,10.0
98.15070424428384,1.0,1.0,0.0,1.0,0.0,10.0,8.344211034658173,10.0,5.792835242360832,0.0,10.0
98.15070424428384,1.0,1.0,0.0,1.0,0.0,10.0,8.344211034658173,10.0,5.792835242360832,0.0,10.0
98.15070424428384,1.0,1.0,0.0,1.0,0.0,10.0,8.344211034658173,10.0,5.792835242360832,0.0,10.0
98.15070424428384,1.0,1.0,0.0,1.0,0.0,10.0,8.344211034658173,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
98.64034473089495,1.0,1.0,0.0,1.0,0.0,10.0,0.2824918432041663,10.0,5.792835242360832,0.0,10.0
