val,time,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
3.907892690973052e-05,0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
4.836107936260569e-05,1.5791377389996342,1.0,-8.958523271155462,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
4.836107936260569e-05,1.8664940339995155,1.0,-8.958523271155462,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
5.5336949150936226e-05,1.6368398270005855,1.0,-8.958523271155462,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.5336949150936226e-05,1.1364750570000979,1.0,-8.958523271155462,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.5336949150936226e-05,1.1298587030005365,1.0,-8.958523271155462,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.2511938139996346,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.215979352999966,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.2185763219995351,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.1952657330002694,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.2948054309999861,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.2083279769994988,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.2282297499996275,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.241470197000126,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.2270402570002261,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.232845408000685,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
5.8706035378239824e-05,1.2502449970006637,1.0,-8.958523271155462,2.488198428823273,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,3.9568366622819062
